agent,lat,lon,customer,txn,price
4880,22.5926595,92.0421634,1,1,43.0
96127,23.2099277,91.2416441,1,1,60.0
36908,24.0607836,90.3878415,4,5,423.0
68713,23.9841033,90.3808721,3,4,262.0
92762,22.328365,91.7906998,2,2,76.0
104401,22.3268298,91.7930829,2,9,468.0
36406,23.9378494,90.4751578,1,1,49.0
35921,25.6419795,88.7077807,1,2,49.0
75219,22.8116115,90.5244791,1,2,38.0
11145,23.0454987,88.904316,1,1,38.0
13814,25.6303702,88.6409797,1,2,60.0
26846,23.9041877,90.3959322,1,1,38.0
3614,25.6377288,88.6269998,2,2,57.0
51409,25.6420161,88.7123995,1,8,198.0
11929,25.6417297,88.7143156,1,1,50.0
60405,22.3887365,91.8079154,1,3,147.0
42632,24.8835337,91.871839,5,14,711.0
105510,22.3044927,91.7891189,2,6,378.0
77745,23.9885616,90.3600563,1,1,69.0
89021,23.7589598,90.4469779,2,5,242.0
36057,23.8632194,90.3701475,2,2,175.0
40928,23.7657204,90.403849,3,4,176.0
12635,23.6398453,90.4984771,1,1,76.0
20488,22.3574856,91.7751674,2,3,225.0
75264,22.3008158,91.7909451,2,2,119.0
33316,22.3001397,91.7905294,2,6,300.0
91321,23.5456434,89.1676124,1,1,24.0
84193,25.0265995,91.6508494,1,1,24.0
30621,23.9321729,89.0864352,1,1,24.0
617,22.5315008,89.5899265,1,1,59.0
73973,22.917281,89.5134487,1,1,59.0
95442,22.887199,90.9518498,1,1,57.0
47822,25.6480826,88.7800903,1,1,29.0
93883,23.6202589,90.4881391,1,10,550.0
109106,25.6499554,88.7849896,1,1,59.0
23978,26.041046,88.4375785,2,2,129.0
16999,23.715133,90.3685741,1,2,78.0
17007,25.8609231,88.6549015,4,4,128.0
48846,23.7166336,90.3695665,1,1,59.0
9141,26.1968999,88.6910127,2,6,281.0
1192,26.1972765,88.5580431,1,1,30.0
78903,23.7156697,90.368431,1,1,29.0
81854,26.1957217,88.5595497,2,5,160.0
63342,26.084477,88.51676,2,10,186.0
38348,23.6116533,90.4680054,2,5,171.0
18044,25.6237278,88.6442595,1,1,30.0
10385,23.6167889,90.4839896,1,1,19.0
106828,25.2789298,89.400331,1,2,60.0
62282,25.2688026,89.4026674,1,3,90.0
60932,23.6186245,90.4818063,1,1,24.0
72064,22.6572434,91.5930913,1,3,72.0
63357,23.7127874,90.4223161,5,8,371.0
45025,24.8502417,91.8295476,1,2,64.0
12575,24.0510757,91.2372225,1,1,49.0
4664,23.6906496,90.4411558,1,2,74.0
63559,24.791403,91.7887296,1,1,24.0
84874,24.3473461,91.5394664,2,2,74.0
70993,24.9392858,91.970264,1,1,24.0
100594,23.9733333,90.7216562,1,1,24.0
42927,23.6924097,90.4444056,1,1,50.0
3117,23.6907118,90.4462142,1,1,50.0
84060,24.0404737,91.0024163,4,5,196.0
13280,25.1086892,91.7585974,1,1,49.0
75998,23.7138143,90.3579033,1,1,99.0
101091,22.3290502,91.7892159,7,8,317.0
102121,22.6466581,89.7936384,1,2,88.0
97357,23.6945473,90.4550538,1,1,64.0
20907,22.2381813,91.7942099,6,15,951.0
90421,25.4806656,89.4741167,1,1,64.0
11205,25.4503424,89.4788848,1,1,64.0
68705,25.9189152,89.3587294,4,25,963.0
43140,23.6964936,90.4307142,1,1,39.0
49108,25.8916355,89.3318154,1,1,29.0
76001,23.5793964,90.5284417,1,10,259.0
12116,23.5820241,90.5357969,1,2,58.0
45592,23.5816509,90.5378208,1,4,116.0
83237,23.6094572,90.5192641,1,1,52.0
60490,22.6671837,89.0077745,3,3,88.0
29524,22.7102763,89.0698374,2,5,219.0
57222,22.7802261,89.0372784,1,6,447.0
105203,22.6671837,89.0077745,4,4,231.0
105597,22.8093513,89.5616917,2,2,119.0
38008,23.7721435,90.4036184,4,5,294.0
76849,22.8158004,89.0046352,1,1,104.0
17026,22.8807099,88.9820531,1,1,99.0
66505,24.3093772,91.7311422,2,4,93.0
80581,22.460205,91.7298363,2,2,142.0
39638,25.1351845,92.122349,4,4,164.0
102152,24.0063405,91.1093738,1,1,43.0
66494,24.765813,91.5503438,1,1,43.0
27514,24.9609137,92.0146816,4,4,209.0
40099,22.7383865,91.5932309,5,5,314.0
10558,24.9267916,91.9653121,2,2,73.0
102767,25.0206414,92.0659071,1,1,43.0
17358,23.9164554,90.7073072,1,1,43.0
73527,25.1358971,92.1163359,2,3,137.0
83793,25.1351851,92.1223382,4,4,150.0
77695,25.1359837,92.1221933,1,1,59.0
15969,25.1706847,92.0173918,3,3,166.0
63567,22.8227411,89.3520976,1,1,24.0
29717,22.6132289,90.6575993,1,1,24.0
26382,22.694411,91.1760927,1,1,59.0
36140,22.4352705,91.7400953,1,2,83.0
95017,22.3302257,91.8366049,1,1,59.0
55376,22.4997955,90.7175635,3,3,167.0
13089,24.031604,90.2524156,1,1,99.0
79971,24.2372528,90.5246297,1,1,38.0
87577,25.1400711,89.3880656,1,9,423.0
75399,22.6941756,90.3542895,2,2,62.0
7951,26.0127414,89.0144976,2,2,172.0
38172,24.1958171,88.8375534,1,1,49.0
70010,22.9061697,89.2192981,1,6,394.0
98936,22.9080489,89.2204243,1,3,147.0
44808,23.933588,88.9945596,1,1,49.0
71565,22.9080489,89.2204243,1,1,49.0
17945,22.9063333,89.2196485,2,6,431.0
724,24.020434,89.0157186,1,1,99.0
100331,24.1969882,88.8366221,1,1,99.0
54411,24.2992178,88.7603171,1,1,99.0
45682,22.2775993,91.7861229,1,4,187.0
76427,22.2776175,91.786148,1,1,19.0
80024,23.7983685,89.4117386,1,3,109.0
70738,22.2775993,91.7861229,1,1,19.0
101954,23.7900622,89.4159218,1,1,100.0
83730,24.020868,89.0157651,5,12,738.0
95973,25.7578108,88.6737154,2,17,771.0
84238,22.3802323,91.8319868,3,4,226.0
85939,23.0159366,89.4098333,1,1,59.0
32757,23.6325177,90.6014766,3,5,369.0
46367,23.6320325,90.6013293,1,1,59.0
32865,24.9301567,91.6825829,2,7,312.0
4368,22.3803865,91.8321746,1,1,59.0
23485,23.1402231,89.187568,1,1,59.0
48518,23.0454963,88.9043943,1,1,59.0
101169,22.7676672,90.6562933,3,3,145.0
98696,22.3771437,91.8106282,3,4,276.0
92845,23.7092109,90.524884,2,2,116.0
49525,23.7294303,89.7568254,2,2,86.0
22382,23.0439721,88.8983328,1,2,98.0
7859,23.4797902,89.6865198,1,1,39.0
21978,23.5331962,89.7247029,1,1,39.0
14501,23.938757,90.4410865,3,3,97.0
38079,23.9346953,90.4458261,5,6,254.0
40644,22.8948884,91.5350765,3,3,132.0
71550,23.9690309,90.294655,1,1,43.0
64649,23.9152242,90.3824921,1,5,215.0
71894,24.0108469,90.3226548,1,1,43.0
72249,23.915041,90.3817658,2,2,92.0
91543,26.1562682,88.9253994,1,4,459.0
14589,26.209416,88.9089277,1,8,918.0
52187,23.8477591,90.2585279,1,2,69.0
52093,23.7798058,90.4068695,1,1,20.0
23885,23.8431494,90.2772618,2,2,93.0
49347,26.1676048,88.9279619,1,3,60.0
7369,26.1516067,88.921256,1,1,20.0
11368,25.6219232,88.6433537,2,3,200.0
336,23.6919622,90.4939609,1,1,27.0
77319,23.6654122,90.5345269,1,1,59.0
64339,23.7451382,90.5170213,1,1,59.0
73672,23.560851,90.5102033,1,1,59.0
20659,22.3842957,91.8640016,4,17,608.0
18383,22.3895371,91.8653879,2,13,441.0
84607,22.7475959,91.1234601,1,1,24.0
4341,22.3853744,91.8637699,2,2,88.0
86313,23.5965412,90.4553948,1,3,115.0
6160,23.6150705,90.4750994,1,9,276.0
6739,23.615018,90.4748436,1,1,33.0
62969,23.5965336,90.4554004,1,3,105.0
43771,23.6051444,90.4567104,1,1,57.0
48911,23.9265025,90.3880879,3,3,182.0
62405,23.1072946,88.9227911,2,2,109.0
21056,26.1775779,88.6363708,5,6,410.0
21420,23.963077,90.6150198,1,1,99.0
88840,23.7119329,90.5080415,1,1,207.0
76789,23.7553478,90.3907454,1,1,30.0
48037,23.0013951,90.927988,1,1,30.0
33401,23.5732012,90.6430731,10,17,605.0
48643,22.2991395,91.7852104,2,12,288.0
75326,22.3005284,91.7885358,6,7,256.0
83181,22.3393637,91.8137021,2,4,60.0
93319,22.462808,92.0775792,1,1,24.0
98360,23.6566774,90.574119,2,2,86.0
9389,22.820323,91.5549175,3,5,253.0
65585,22.7773692,91.5709707,1,1,21.0
96071,22.7477937,91.5571284,1,1,10.0
50645,23.6754941,90.2790357,1,1,104.0
105825,24.6464683,89.4298517,2,2,118.0
102100,25.8599032,88.6503368,1,1,99.0
95247,22.7791981,91.5702329,5,5,470.0
96293,24.3986828,88.9405291,3,3,178.0
79912,23.7182764,89.6577876,3,4,316.0
20906,24.4071698,88.9654738,1,1,99.0
24161,22.9643463,90.2213658,1,1,99.0
8227,23.9628267,90.3866474,3,3,234.0
56134,23.91416,90.3183726,1,1,99.0
30814,23.9228989,90.3046767,1,2,175.0
104606,22.3887075,91.8317837,2,2,119.0
56376,22.4085929,91.7608523,1,1,99.0
93911,23.0567927,89.3789266,2,2,98.0
107172,23.7200807,90.4904627,4,4,282.0
41837,22.3881936,91.7634082,4,5,272.0
56441,22.4251176,91.7457437,2,3,227.0
35437,23.6825147,90.4197686,2,8,784.0
93122,22.3306344,91.8242466,7,16,848.0
31091,23.7026025,90.3956814,1,1,129.0
127,22.3286948,91.8238986,2,5,138.0
92804,23.6825925,90.419964,1,1,63.0
33129,23.8251758,91.1542589,1,1,147.0
88746,23.79258,91.1731133,1,1,19.0
11070,22.3144142,91.9241231,1,3,78.0
59606,21.7629252,92.0712377,1,1,8.0
66891,23.5454497,89.1862539,1,2,93.0
65553,23.612688,89.1835085,1,1,9.0
72054,23.5225284,89.1874917,1,1,39.0
78880,25.1332343,92.1212439,1,1,24.0
3613,23.5456434,89.1676124,2,4,267.0
8745,24.566702,91.5192554,1,1,24.0
10855,24.7065089,91.7335147,7,12,503.0
91192,23.5456434,89.1676124,1,3,72.0
74366,23.5454494,89.1862612,2,2,48.0
11771,25.0633045,92.115109,1,1,69.0
84984,23.5414215,89.2601867,1,1,24.0
39042,23.6157687,89.8611875,1,1,24.0
52142,22.3822495,91.7648935,5,14,435.0
12087,24.8036941,91.9910584,1,1,59.0
40868,24.9187282,91.9549802,3,5,238.0
49873,24.8868014,91.8414346,2,8,202.0
79503,24.9392858,91.970264,4,11,808.0
85090,24.8045844,91.9881828,2,2,114.0
86013,22.7682941,91.1963644,2,6,290.0
74690,22.6956658,90.3663562,1,1,59.0
102899,23.0163492,90.2153631,1,1,59.0
707,23.8490258,90.2554843,1,1,59.0
73691,23.5143283,89.319696,1,1,59.0
98404,23.8472765,90.2542481,1,1,59.0
109476,22.6007076,89.5177624,1,1,59.0
67354,22.835831,89.5250807,1,1,99.0
12634,24.2957717,89.0800723,2,3,246.0
15703,23.7950871,90.2805523,1,3,297.0
60535,23.8745741,90.3778231,1,1,99.0
67993,23.9619378,90.6207226,2,3,219.0
63860,22.3411722,91.8066118,2,4,356.0
14585,23.6098507,90.605786,1,2,198.0
86533,23.8512452,90.3845216,1,1,99.0
71559,22.3403405,91.8082486,5,19,1115.0
73469,23.7522865,90.3543954,1,1,99.0
11532,23.9232508,90.612571,3,14,980.0
79182,23.9839581,90.259076,1,1,27.0
56526,23.3223139,91.2802077,1,3,81.0
101598,22.8477598,91.7093487,2,6,215.0
91518,22.4903681,91.5046517,1,4,111.0
87238,23.7219033,90.4140883,1,4,230.0
107965,22.4901801,91.5046853,2,3,97.0
98841,23.721894,90.4143227,1,4,229.0
52173,22.486491,91.4865994,1,1,43.0
21730,22.4909067,91.50422,1,3,110.0
60142,22.485245,91.4656386,1,2,50.0
85114,22.435357,91.4891023,1,1,49.0
93493,22.4876067,91.504875,2,4,82.0
19014,22.486255,91.5053783,2,11,489.0
49241,22.3221176,91.7738904,2,4,271.0
77225,23.8393688,90.2575443,1,1,59.0
77421,24.1232574,90.4084566,4,4,209.0
48310,23.8054199,90.2628808,6,7,396.0
76525,22.7019411,90.357287,2,2,44.0
47367,22.8535954,90.6089009,1,1,24.0
8336,22.6849143,90.6442687,1,1,14.0
88731,23.8828971,90.3979399,3,3,230.0
104551,23.4859278,90.8108075,1,1,27.0
105918,23.8343751,90.2516593,1,1,27.0
50053,23.9884684,90.3070682,2,2,86.0
61734,24.5790027,88.7435362,5,29,1367.0
97142,22.5180153,91.4708127,1,1,14.0
97024,22.5189702,91.4716081,1,1,14.0
85051,22.4858347,91.4380962,1,10,162.0
76801,22.4802607,91.4862296,1,1,14.0
18517,22.5643803,91.6822915,1,1,14.0
79643,22.5093892,91.4360695,1,1,14.0
34282,23.9842455,90.8781811,1,1,99.0
49973,24.0790519,90.9560678,1,1,99.0
34122,23.4770178,89.1432039,2,6,309.0
93514,23.3989522,89.1430223,1,1,59.0
15144,22.4839968,91.7234412,5,7,366.0
10715,22.4855061,91.7216142,1,1,100.0
25548,24.0371035,91.0012157,1,1,59.0
95817,23.6099553,89.1826515,1,1,59.0
48394,23.5454786,89.1862423,1,1,59.0
15826,23.7497093,90.5170502,8,9,431.0
51602,22.8583723,90.0993577,1,4,176.0
10434,22.7106713,90.3625755,1,2,162.0
28130,21.8199445,91.8640437,1,1,43.0
83740,24.7656302,90.4523112,2,2,72.0
56119,23.1813291,89.1911354,1,1,43.0
5382,23.1824064,91.2953639,2,2,67.0
19549,21.7800779,91.8611513,1,1,14.0
26113,24.3943707,89.7383644,2,2,106.0
59087,24.1025959,90.10151,5,6,298.0
12911,22.2756413,91.780865,1,1,24.0
78389,23.0298958,89.3969935,1,1,59.0
106258,23.028892,89.4000854,1,1,59.0
31531,22.2479386,91.8207589,2,8,272.0
77902,23.6848733,90.5200228,1,1,59.0
36055,23.0235573,89.4048325,1,1,59.0
9420,22.3413429,91.782209,1,1,57.0
4465,22.3389474,91.7843391,2,3,211.0
90963,23.7621167,90.5166708,2,3,138.0
42023,22.3397026,91.7845987,2,7,502.0
61834,25.4768983,89.2978195,3,3,113.0
38457,23.1266041,89.1403387,1,2,188.0
94907,23.0225765,89.2328968,1,1,59.0
96111,22.3629982,91.7805696,3,3,212.0
54739,23.7697907,90.5667477,2,6,165.0
72428,24.8893209,89.3604733,5,20,929.0
41575,23.3798342,89.9839773,1,1,64.0
106277,25.7876785,89.2095497,2,4,168.0
85755,25.5196962,89.3687388,1,1,10.0
63506,25.519857,89.3688635,1,1,14.0
21367,25.5196709,89.3686266,1,2,30.0
98835,25.5408726,89.2828566,1,2,24.0
14774,22.4850266,91.7198215,1,8,114.0
79007,25.519606,89.3665301,1,2,70.0
45932,22.4876381,91.7193655,1,8,123.0
39921,22.4962899,91.7138922,1,1,14.0
99509,23.7749117,90.3661732,1,66,1739.0
105475,21.4641114,92.1934851,1,1,29.0
5585,25.7268389,89.2661779,3,18,1072.0
109041,22.391993,91.8164451,1,4,516.0
36105,23.9818409,90.6457781,1,1,30.0
58207,25.6608177,89.4047962,3,4,276.0
64944,23.7482898,90.3928654,1,1,14.0
95011,22.7154431,89.7595074,1,2,96.0
90700,23.0456946,88.9050402,1,3,240.0
23509,22.6586388,89.7925069,2,2,130.0
37818,24.8558535,89.3549301,13,20,981.0
11539,22.7401426,89.6359176,3,5,192.0
28089,22.9831125,89.4489626,1,1,50.0
68694,22.8543745,91.239211,1,2,142.0
73742,26.0375763,89.6823902,1,3,225.0
63391,23.9104368,90.2949168,1,1,110.0
9294,23.9150981,90.3066177,1,4,194.0
98866,23.9157239,90.2249633,2,8,530.0
26801,23.9153331,90.3066177,2,3,108.0
96313,23.9157117,90.2248284,1,1,80.0
37236,22.3524062,91.7920539,2,12,384.0
14779,22.3506548,91.7912015,1,1,29.0
8705,26.0238999,88.4774982,8,17,709.0
14500,22.3453153,91.792662,2,4,127.0
25023,22.3447131,91.7925555,2,2,68.0
46915,22.3664223,91.8234047,2,7,693.0
41277,22.3670591,91.8149219,2,9,751.0
71722,22.3670591,91.8149219,1,1,99.0
33485,24.2140427,90.4526019,3,3,156.0
19785,22.3666167,91.8146769,3,4,354.0
73278,21.3314047,92.1021153,1,5,173.0
55818,21.2807135,92.1224267,2,18,936.0
94258,21.2451199,92.1392198,2,2,92.0
48406,22.4988978,92.2196761,1,1,43.0
99082,21.2860534,92.141188,1,1,43.0
9012,23.7065935,90.439995,2,2,69.0
36809,22.1025669,92.076167,2,3,148.0
74806,23.9193508,90.376068,1,1,59.0
63427,22.2380393,91.7941996,5,7,288.0
9536,22.2535841,91.8032293,1,1,19.0
42384,23.730015,90.4154282,3,3,82.0
107372,22.6518032,92.1937565,3,5,300.0
71703,22.6487554,92.1376587,2,2,113.0
98892,22.6526472,92.1792956,4,6,266.0
100664,20.8673097,92.2711948,2,16,552.0
98612,22.3820407,91.8300138,2,2,128.0
46061,22.3347577,91.8489613,6,14,1096.0
93768,24.0255595,90.417115,1,1,99.0
13020,22.8676491,91.1091406,1,3,211.0
104201,23.7935802,90.5784474,6,14,3307.0
71914,23.7566473,90.3898115,1,1,59.0
46664,23.7157498,90.4099225,1,1,33.0
62104,23.7874066,90.5450358,2,3,234.0
78540,23.8003277,90.5695744,2,2,156.0
52168,22.8444676,91.0967591,4,4,151.0
101493,24.0278432,90.2497793,2,3,225.0
51817,24.200682,90.4364017,3,3,140.0
24973,24.0110591,90.3233527,2,2,86.0
87146,23.9882349,90.3816224,1,1,27.0
45677,22.3196485,91.8052691,2,2,51.0
15800,24.3000135,91.6457827,2,2,118.0
64898,22.3096567,90.9814835,2,12,659.0
108678,22.3096567,90.9814835,2,31,1796.0
29795,25.6661828,88.6480774,3,10,380.0
55428,23.5901308,90.6063977,3,3,184.0
24072,22.3873284,91.7615331,3,3,176.0
21054,22.3883827,91.7621876,2,5,365.0
37817,22.5309222,89.5902195,1,1,49.0
93178,22.7591315,89.020439,1,5,146.0
89460,22.7367926,89.0626139,1,1,15.0
64910,22.7375648,89.0625898,2,6,128.0
31532,22.7103609,89.0710724,3,12,334.0
100637,22.7723956,88.965173,1,3,60.0
50875,22.8020319,89.0613758,2,4,70.0
95187,22.7590983,89.0204687,2,3,90.0
59451,22.7789913,88.9487184,2,3,102.0
32002,23.7219848,90.4242352,2,2,46.0
91660,22.9927251,91.7390755,2,11,290.0
70771,22.993203,91.739147,1,1,14.0
69735,23.2838029,91.9078762,1,1,24.0
72225,23.2336003,90.6656044,2,2,63.0
98973,24.8853309,91.8682833,4,15,547.0
37409,23.1818668,92.2029176,1,1,24.0
109016,22.9300012,92.027356,1,1,24.0
66164,24.0305913,90.2654165,1,1,24.0
36525,22.9980596,91.7355235,2,2,123.0
79202,23.2337558,90.667373,2,9,368.0
18639,23.1053797,91.9822604,1,1,14.0
44266,22.9994105,91.7347971,1,1,14.0
37953,24.7360894,90.4021031,1,1,24.0
107073,24.7370113,90.4050591,2,2,53.0
42955,23.7624369,88.6322873,1,1,40.0
91365,23.9456209,88.7531517,2,8,461.0
52947,23.7649049,90.3948404,1,1,44.0
69349,23.4719182,91.1127458,1,1,50.0
10084,23.7629108,90.3934226,1,2,80.0
4329,23.7628028,90.3889251,1,5,197.0
79542,23.8177675,88.7514233,1,1,20.0
87817,24.0688016,90.3857037,2,2,108.0
97261,24.0902972,90.1745797,1,1,27.0
104696,24.8921857,91.8721038,2,11,490.0
108013,22.3772212,91.8105459,1,5,208.0
48392,24.8868014,91.8414346,1,2,88.0
88144,24.8588524,91.8298214,2,7,313.0
29324,23.2964634,89.4802725,1,3,177.0
49291,23.3328952,89.493422,1,1,59.0
38855,23.6423728,88.8395276,1,1,59.0
56194,23.2998384,89.4744617,1,1,59.0
67426,23.9645318,91.115023,2,16,445.0
67154,23.4855497,89.472004,1,1,59.0
53456,23.8644413,91.2057394,1,1,99.0
58708,23.8666736,91.2069768,1,1,99.0
55570,23.8318204,91.1994284,2,2,139.0
6935,23.8318204,91.1994284,1,2,138.0
18212,23.4356834,89.4950365,1,1,59.0
84260,23.6891911,90.4486345,2,4,106.0
82713,23.7287391,90.4238443,4,8,255.0
13696,23.3465987,90.6481097,1,12,328.0
63176,24.7527832,91.7815474,1,2,50.0
67726,22.1470033,89.99175,1,5,139.0
42218,22.334697,91.8322694,1,1,14.0
40627,22.3381833,91.8356404,8,15,793.0
81464,22.3519677,89.1001517,1,1,50.0
82645,22.4569189,89.0339436,3,43,1331.0
67889,22.4528277,89.0336875,2,3,143.0
62228,23.6447013,88.8411447,2,4,287.0
108306,23.5862494,88.9367925,1,1,64.0
94390,25.5427675,88.8368733,2,2,114.0
70523,24.8128244,89.3777413,2,2,102.0
67890,23.5433259,89.1879353,2,2,149.0
15355,23.6447014,88.8411448,1,1,64.0
76571,24.6702904,89.4125831,3,10,606.0
104764,25.2375961,89.282386,2,8,798.0
5989,25.995626,88.6931608,1,1,99.0
46727,24.7621843,90.451111,2,2,137.0
69503,25.7957589,88.4645978,1,1,98.0
7487,23.7652331,90.3593873,1,1,63.0
90747,23.5562541,91.1261672,3,4,291.0
25042,23.7848701,90.5721651,1,1,100.0
20303,22.6611279,91.7960754,2,2,116.0
42013,22.9569797,91.2286882,1,2,51.0
80067,22.9145585,91.2325184,1,2,48.0
75932,25.8907651,89.3144801,1,7,190.0
37029,23.6074822,90.5008178,1,1,19.0
34606,25.8874888,89.3453714,1,1,29.0
18495,23.6597136,90.4148286,1,1,20.0
90307,24.9392858,91.970264,2,2,73.0
49692,24.0510757,91.2372225,6,12,443.0
5075,23.6917069,90.4095802,4,12,548.0
42214,22.46891,90.5614521,1,1,24.0
108716,24.8868531,91.883348,2,15,666.0
50816,23.6929635,90.4033512,1,2,48.0
6906,25.174915,92.027472,1,1,59.0
46626,24.0990032,91.2832355,2,2,48.0
73679,25.1715867,92.0193822,1,1,49.0
41957,25.1347611,92.1223713,1,1,24.0
37285,24.823389,91.9003698,1,1,24.0
62016,24.8784082,91.8774529,2,2,48.0
75987,24.5915317,91.6024517,4,5,339.0
288,25.9300616,88.7200754,1,14,310.0
55303,23.635571,90.5961134,1,1,19.0
33743,23.6152749,90.6107416,5,6,294.0
71726,26.0540612,88.5058449,2,2,34.0
18070,26.0400264,88.4288466,5,16,568.0
47624,22.3527703,91.7885564,3,15,815.0
5575,22.3606122,91.7833204,3,3,124.0
108966,25.0268971,89.4584116,1,3,131.0
17065,22.3591281,91.8235431,3,4,271.0
1799,25.0283356,89.4641467,1,1,43.0
20615,22.3616296,91.8269847,2,2,62.0
47948,22.6621545,92.1617224,2,24,2234.0
71317,23.7893459,90.3518495,1,1,30.0
39279,22.6534315,92.1970024,3,3,135.0
103566,23.1419874,89.1890903,1,1,50.0
83081,23.7714459,90.3681064,1,1,50.0
51704,22.9646468,90.8102508,3,5,191.0
74601,22.6693008,88.9494776,6,9,468.0
11773,23.6565235,90.5168624,1,1,100.0
26167,24.1986706,91.5181217,1,1,59.0
46375,24.1985545,91.5180341,1,4,236.0
74514,23.7503121,90.408838,1,1,59.0
21438,23.757794,90.360521,1,1,59.0
82081,24.0665535,90.9757673,2,3,228.0
4176,24.0551708,90.9804342,1,5,320.0
1456,24.0586276,90.9852869,1,2,128.0
99047,23.9779468,90.8125372,1,1,64.0
78451,23.8252817,91.1541992,1,1,64.0
73539,23.8935418,90.6651114,1,2,128.0
13487,24.149936,90.9298029,1,1,64.0
9135,24.0546084,90.9186399,1,1,64.0
53832,24.0562793,90.9856583,1,1,64.0
105136,24.0074118,90.9060776,2,4,246.0
83709,25.5089432,88.632265,1,1,64.0
64938,24.0342978,90.8319564,3,3,226.0
109199,23.7554931,90.392251,1,1,24.0
82333,21.9838191,91.9452014,1,1,59.0
99488,23.7631956,90.4083223,1,2,48.0
56193,25.7176686,89.2596803,10,14,636.0
96955,24.8893012,89.3605251,1,1,24.0
98521,26.1441734,88.29457,3,5,363.0
42601,23.7542743,90.3927021,1,1,24.0
102147,25.0313838,89.0270435,1,1,59.0
11238,23.3259845,89.3165511,1,1,24.0
102050,23.752381,90.3934952,1,1,24.0
85517,23.8987106,90.3225183,1,1,59.0
97376,23.7385683,90.3881164,1,1,198.0
14493,23.7007913,90.4489391,2,19,736.0
96846,23.7006866,90.45864,3,4,180.0
55650,22.2785507,90.5618524,1,1,14.0
6670,22.2798899,90.5596099,1,1,14.0
65921,23.7038266,90.4574278,1,2,222.0
18061,23.7035045,90.4562434,1,1,24.0
74123,23.7854409,90.4262567,1,1,14.0
38357,23.7770847,90.4258382,1,3,42.0
28164,22.1683923,90.4132608,2,2,35.0
27671,23.7102021,90.4522245,1,1,14.0
11317,21.5928639,91.9365094,1,1,21.0
26264,23.8089052,90.2556239,1,1,14.0
15304,23.2364264,90.6792299,3,3,164.0
45840,23.8752488,90.3068826,2,2,150.0
6647,23.0369037,91.8722339,1,1,14.0
96403,22.3081171,91.7737727,1,4,105.0
9958,22.308301,91.7766765,4,7,233.0
66898,22.2788593,91.7753349,1,1,14.0
84310,24.1789375,91.3560482,3,3,119.0
99056,25.7778553,89.4234738,4,11,300.0
78835,26.3479126,89.0199138,1,1,10.0
26132,26.3654974,89.0516399,1,2,20.0
75329,26.3462625,89.0224074,1,1,10.0
30518,26.3508124,89.0152771,2,2,39.0
1785,26.3462209,89.0224294,1,1,10.0
13413,26.3462213,89.0224405,2,2,72.0
61114,26.3464198,89.0251682,1,1,25.0
70131,24.1036405,90.0962671,1,1,20.0
61950,24.2046238,89.1336614,2,2,100.0
21677,23.9090919,89.1222176,1,3,64.0
9383,24.6898074,90.1413022,1,1,24.0
32622,23.2186497,90.3481846,1,1,24.0
106565,23.4532462,88.8287244,1,1,24.0
53459,23.9331387,89.1214229,1,2,28.0
77965,24.0931568,89.0962758,5,6,359.0
32619,22.8404128,89.2962265,1,1,24.0
92624,24.3138193,91.7332087,1,1,24.0
102321,22.3607476,90.3403534,1,1,24.0
33230,24.3626016,88.6176509,2,2,91.0
85196,24.3691859,88.6079626,1,20,915.0
31580,22.5509811,89.6037964,4,34,2617.0
67054,24.3692575,88.6079481,1,10,515.0
76872,24.3854768,88.6535362,1,4,216.0
29777,24.3850081,88.571495,1,1,64.0
31763,24.4061273,88.9572074,1,1,64.0
33412,24.4315119,89.0363531,3,3,197.0
109755,25.7532083,88.3336117,1,5,225.0
26271,25.8554005,88.3543877,2,2,120.0
8978,22.0067419,92.0932722,2,14,397.0
38707,24.9314669,91.6827513,2,8,308.0
30819,23.6600463,88.866347,4,25,3917.0
48552,24.9298645,91.6836738,1,1,100.0
19330,24.8993716,91.8728503,1,1,100.0
11308,25.0344503,91.6608774,3,6,392.0
106997,23.1698101,91.1992279,3,5,671.0
92377,24.9301625,91.6825708,2,5,326.0
71046,24.9302874,91.6833904,1,2,212.0
62012,26.3462241,89.022439,2,3,42.0
24130,26.3460137,89.0230028,2,2,75.0
105951,26.3390193,89.0286262,2,4,158.0
46541,25.7766369,89.0810666,1,1,14.0
37898,23.7228887,90.3648838,1,1,32.0
69056,22.6995373,91.7519112,2,6,365.0
58168,22.2390264,91.794195,4,6,332.0
20081,23.8794228,90.4010173,4,4,275.0
77068,22.3955087,91.8738215,1,1,30.0
33573,22.3015583,91.7795838,2,2,102.0
62768,22.6590463,91.6358527,3,3,245.0
59177,23.9619843,90.3912696,1,1,99.0
36726,22.8128462,90.9359384,2,20,355.0
56576,24.0547974,90.3605789,3,3,185.0
3921,23.1489224,89.2314079,1,1,8.0
14636,21.5211902,91.9650415,1,1,59.0
24903,22.3648869,91.8430593,1,1,76.0
65994,22.2265738,91.8403771,5,5,164.0
82694,21.5083307,91.9604022,1,2,87.0
60192,21.5211477,91.9646221,1,1,14.0
11608,22.3167506,91.7841628,3,9,348.0
18819,23.5024948,89.8844229,1,1,76.0
48582,23.5024948,89.8844229,2,2,73.0
36466,22.6323078,91.7953201,1,2,76.0
2109,23.4312806,89.9578664,2,2,198.0
65021,22.3146232,91.7856071,1,1,14.0
